,Unnamed: 0,0
3004,6,AL NOOR EXPORT 
3005,7,ALSAMO INTL. CORP. 
3006,8,ASOPROAGRINERO 
3007,9,Agrilisto del Ecuador 
3008,10,Agroindustrial Agrocueros SA 
3009,0,Phyli's Virtual Office
3010,1,Cari-Med Ltd
3011,2,Seprod Ltd
3012,3,Boss Furniture
3013,4,Cal's Manufacturing
3014,5,Serge Island Dairies Ltd
3015,6,"Lee's Food Fair Ltd, Lee's Supermarket- Lee's Family Pharmacy"
3016,7,Mintech Distributors
3017,8,Nestle Jamaica Ltd
3018,9,Caribbean Depot Ltd
3019,10,"General Food Supermarket Jamaica- Contacts, Opening Hours"
3020,11,Natural Health
3021,12,Packmart (Packaging)
3022,13,K D Uniforms & More Ltd
3023,14,Alliance Financial Services Ltd
3024,15,Caribbean Prods Co Ltd
3025,16,King Pepper Prods Ltd
3026,17,University Of The West Indies UWI Mona
3027,18,Advanced Scales & Equip Ltd
3028,19,Caribbean Producers Ja Ltd
3029,20,Crown Packaging Jamaica Ltd
3030,21,Musson (Ja) Ltd
3031,22,Pioneer Manufacturing Distribution Co
3032,23,Point Of Sale Ja Ltd
3033,24,Shoppers Fair Supermarkets - Portmore Mall
3034,25,Goshen Manufacturing and Distbrs Ltd
3035,26,GraceKennedy Ltd
3036,27,Linstead Market Jamaica
3037,28,Old MacDonald Farms Ltd
3038,29,Ashman Food Products Ltd
3039,30,Caribbean Flavours & Fragrances Ltd
3040,31,CER Consultants Ltd
3041,32,Commercial Assocs Ltd
3042,33,Crichton Ins Agency Ltd
3043,34,Factories Corp Of Ja Ltd
3044,35,H A S Industrial & Automotive Servs
3045,36,Industrial Sales Limited
3046,37,Jamguy Food Processors Ltd
3047,38,Jamaica Producers Group Ltd
3048,39,Kingston Hireage & Whol Liquors Ltd
3049,40,Lasco Financial Services Ltd
3050,41,Rivva Riddim
3051,42,Novgar Servs Ltd
3052,43,Party King
3053,44,Turbolife Manufacturing Co Ltd
3054,45,Conserve It Ltd
3055,46,D & S Metals & Glass
3056,47,Hi-Lo Food Stores
3057,48,Island Products Manufacturing Co Ltd
3058,49,Marketing Developments Ltd
3059,50,Marketech Ltd
3060,51,United Plastics Co Ltd
3061,52,Homestyle Juices R S T Industries Ltd
3062,53,Hopwood H D
3063,54,Ipex Pest Management Servs Ltd
3064,55,Micro Enterprise Financing Ltd
3065,56,Prestige Manufacturing Co Ltd
3066,57,Quality Distbrs & Mfg Co Ltd
3067,58,Susie's Bakery & Coffee Bar
3068,59,Accolade Manufacturing Co Ltd
3069,60,GraceFoods International Division
3070,61,Infotech Caribbean (Jamaica) Ltd
3071,62,Jamaica Grain & Cereals Ltd
3072,63,World Brands Services
3073,64,Cardiff Hotel & Spa The
3074,65,Chas E Ramson Ltd
3075,66,Creation Foods
3076,67,Exclusive Party Rentals Ltd
3077,68,Salada Foods Ja Ltd
3078,69,Uncorked Ltd
3079,70,Alliance Trading Co Ltd
3080,71,Forbes Manufacturing & Mktng Ltd
3081,72,Key Foods Supermarket
3082,73,Mr Lee's
3083,74,S Y Food Industries Ltd
3084,75,Wynlee Distributors Ltd
3085,76,Andrews Pharmacy
3086,77,Aquaculture Ja Ltd
3087,78,Associated Mfrs Ltd
3088,79,A V S Distbrs
3089,80,Bars To Go Group Of Companies
3090,81,Bigga's Fast Food
3091,82,B W Manufacturing Co Ltd
3092,83,Caribbean Cement Co Ltd
3093,84,Caribbean Food & Nutrition Inst
3094,85,Caribbean Foods Ltd
3095,86,Caribbean Sofa Co Ltd
3096,87,China Garden Restaurant
3097,88,Chungs Catering Servs Ltd
3098,89,Citrus Dev Co Ltd
3099,90,Cocoa Industry Board
3100,91,Confectionery & Snacks (Ja) Ltd
3101,92,Consumer Brands Ltd
3102,93,Country Farmhouse Soy Products Co Ltd
3103,94,Crooks-Greve Co Ltd
3104,95,Daily Bread Bakery & Foods Ja Ltd
3105,96,Derrimon Trading Co Ltd
3106,97,Duhaney L S & Co Ltd
3107,98,E R & F Manufacturing
3108,99,E R Fresh Produce Exporters
3109,100,Estate Distbrs Ltd
3110,101,First Choice Foods
3111,102,Flexpak Limited
3112,103,Food Hygiene Bureau Ltd
3113,104,GHC Foods Ltd
3114,105,Goldson Lloyd Dr
3115,106,Good Hour Chinese Fast Food Restaurant
3116,107,Goodwill Pharmacy
3117,108,Grace Food Processors Ltd
3118,109,Greater Manchester Water Supply Co Ltd The
3119,110,Hamilton's Smoke House Ltd
3120,111,Healthy Natural
3121,112,Horizon Distributors Ltd
3122,113,Iceman
3123,114,International Biscuits Ltd
3124,115,Isiaa's Restaurant & Bar
3125,116,Israel Roots Ltd
3126,117,Italian Choices
3127,118,Jamaica Water Treatment Co Ltd
3128,119,Jamaica Society For The Prevention Of Cruelty To Animals
3129,120,Jana Enterprises Ltd
3130,121,J I S L Interior Details & Designs
3131,122,Just Call Courier Services
3132,123,Kelly's Foods Ltd
3133,124,Kendel Trade Corp Ltd
3134,125,Ken Mor Shoe Manufacturing Co Ltd
3135,126,Kirk Distributors Ltd
3136,127,Kleen Manufacturing Koncepts Ltd
3137,128,Lasco Manufacturing Ltd
3138,129,Lifestyle Foods
3139,130,Logo Stitch Manufacturing Ltd
3140,131,Louis Ind Garage Ltd
3141,132,Lyn Bakers & Gen Supply Co Ltd
3142,133,Marje Manufacturing & Mktng Co Ltd
3143,134,May Ee Lim Chinese Fast Food
3144,135,MegaMart Wholesale Club
3145,136,Modern Windows & Roof Mfg Co Ltd
3146,137,Music Depot
3147,138,National Pest Control Research Lab
3148,139,National Rums Of Ja Ltd
3149,140,Nature's Plate
3150,141,Native Food Packers Ltd
3151,142,Nestle Ice Cream
3152,143,Niqueron Enterprises Ltd
3153,144,Noel's Pharmacy & Vitamin Cen
3154,145,Office Food
3155,146,Omega Manufacturing Co Ltd
3156,147,PAMACO Limited
3157,148,Party Time Services
3158,149,Pepsi-cola Jamaica Bottling Co Ltd Office & Plant
3159,150,Pinoneer Meat Products Ltd
3160,151,Poly-Pak (Ja) Ltd
3161,152,Portmore Party Hireage
3162,153,Quench Industries
3163,154,Rayton Electric Commercial Equipment Ltd
3164,155,Reserve Power Manufacturing
3165,156,Rex Distbrs
3166,157,Safe Haven Home For The Aged
3167,158,Sapphire Spermarket
3168,159,Screen Art Supply & Manufacturing Co Ltd
3169,160,Security Advisory & Mgmt Servs Ltd (S A M S)
3170,161,Smith Russell & Co Ltd
3171,162,Smoothieking
3172,163,S N H Worldwide Trading Co Ltd
3173,164,S O S Foods Ltd
3174,165,Southside Distributors Ltd
3175,166,Spring Island Products
3176,167,Stanmark Processors Co Ltd
3177,168,TeNesHun
3178,169,Tropical Foods Distbrs Ltd
3179,170,Unique Taste Buds
3180,171,Very Amazing Products Limited
3181,172,Water To Go
3182,173,WAYMAH Ltd
3183,174,Wellness Rotisserie & Fine Foods
3184,175,White Rose Carpet Care Ltd
3185,176,Williepet Ltd
3186,177,WIPP Packaging Ltd
3263,LA SIRENACANNED FISH AND SEAFOOD,0
3264,0,Unilever
3265,1,Unilever de Paraguay S.A.
3266,2,British American Tobacco
3267,3,Centro Nacional de Distribución UNILEVER DE PARAGUAY S.A.
3268,4,Unilever de Paraguay S.A.
3269,5,Unilever
3270,6,British American Tobacco
3271,7,Centro Nacional de Distribución UNILEVER DE PARAGUAY S.A.
3273,0,MICHELL Y CIA
3274,1,Industrias Nettalco
3275,2,Textil del Valle South America
3276,3,Quimica Suiza
3277,4,Compañía Universal Textil
3278,5,LABORATORIOS PORTUGAL S.R.L
3279,6,Corporación Custer
3280,7,Aris Industrial
3281,8,Intradevco Industrial
3282,9,Consorcio Industrial de Arequipa
3283,10,HIALPESA
3284,11,Bionaturista
3285,12,Filasur
3286,13,Venator S.A.C
3287,14,Pegafan
3288,15,LiVES
3289,16,Peru Fashions S.A.C
3290,17,Dlore
3291,18,Make-Up Art Cosmetics
3292,19,World Textile Sourcing
3293,20,Comindustria
3294,21,Industria Textil del Pacifico
3295,22,Texgroup
3296,23,Grupo Lamosa
3297,24,Pisonay Inversiones SAC
3298,25,Peruvian Sourcing Group
3299,26,INDUTEX
3300,27,TelcomIP
3301,28,Fibras Industriales
3302,29,Michell Alpaca
3303,30,Racks Orión
3304,31,Calicampo
3305,32,Weleda Perú
3306,33,Peru Pima
3307,34,Grupo Inca
3308,35,ALVE Iluminación
3309,36,GFKnits
3310,37,Mastercol
3311,38,Mtcradiotv
3312,39,Textiles San German
3313,40,Jadar SRL
3314,41,Sphaera
3315,42,Alpa Suri Textil
3316,43,Artecola
3317,44,Precotex Group
3318,45,HyN Empaquetaduras e Importaciones S.A.C
3319,46,Cotton Project S.A.C
3320,47,Wayra
3321,48,Tupuy
3322,49,INCALPACA TPX
3323,50,Megnos Sound S.A.C
3324,51,Creditex S.A.A
3325,52,3qp
3326,53,Decoblinds
3327,54,Time Change SAC
3328,55,Simko
3329,56,PEBANI INVERSIONES
3330,57,BUSATEX
3331,58,Itessa
3332,59,Service Representaciones
3333,60,Signproduct
3334,61,Textil Oceano
3335,62,Inmaca
3336,63,Galaxyracks
3337,64,VW Sport Products Per
3338,65,Consorcio Electronic S.A.C
3339,66,Barrakuda
3340,67,Nova Textil Peru
3341,68,Fun Trail Cusco
3342,69,Pacomarca
3343,70,Insulex
3344,71,Redes Unificadas
3345,72,LC ATELIER SAC
3346,73,All Cotton
3347,74,Raffa
3348,75,Raintex Sac
3349,76,Peru Innovaciones Y Modas Textiles Sac
3350,77,Niko International
3351,78,GLOBAL BEAUTY
3352,79,Engerede
3353,80,Cusco Stores SRL
3354,81,Lulu Lama
3355,82,Green Design Link
3356,83,Colortex Perú
3357,84,Grupo Wiese
3358,85,Sumaqkay
3359,86,Ethnic Peru
3360,87,Alpaca Handicraft
3361,88,Thor Lighting
3362,89,Debbie Delatour. FolioLink
3363,90,Peruvian Organic
3364,91,Peruvian Traditions S.A.C
3365,92,Ontrack Peru EIRL
3366,93,Kurmitay
3367,94,Factory Lens
3368,95,AYNI Design Lab
3369,96,Meche Correa
3370,97,Alqo Wasi
3371,98,Sippity Sup
3372,99,Textilan
3373,0,39 companies(s) found
3374,1,Rexoil-Americas 
3375,2,A.D. Imports 
3376,3,Aisa Thee 
3377,4,Caribbean Sea Foods NV 
3378,5,Cliff Khan Import 
3379,6,Copix films 
3380,7,Delmans Bv 
3381,8,Djin International 
3382,9,Dsa 
3383,10,Duckfarm B.V. 
3384,0,Holiday Snacks
3385,1,Crix
3386,2,Nood Popcorn
3387,3,Bermudez Biscuits
3388,4,Kiss Baking Company
3389,5,Swiss Foods
3390,6,DIXEE
3391,7,Charles Chocolates
3392,8,NESTLE Milk
3393,9,My Moo Milk
3394,0,The Candle Guy Llc
3395,1,Rapt Giftwrap
3396,2,Comfort Plants
3397,3,Bridges Consumer Healthcare
3398,4,Gooruglobal
3399,5,Peachbox Co
3400,6,Useme Life
3401,7,I Am Books
3402,8,"Andover Bear Company, Llc"
3403,9,Soap Wish Llc
3404,10,Jacaranda Living
3405,11,"Creative Toys, Llc"
3406,12,Greystone Games
3407,13,Cbd Bio Naturals
3408,14,Birdmania
3409,15,Connected Cannabis
3410,16,Mxt
3411,17,"Correct Dose, Inc"
3412,18,Rahoo Baby
3413,19,The Cure•ist
3414,20,Quik Keep
3415,21,Vomdorn
3416,22,Kickitfwd
3417,23,Neo Alternatives
3418,24,Woke Girls
3419,25,Plust Design
3420,26,Breeze Bag
3421,27,Zero Wearables
3422,28,"Beyond Booze, Inc"
3423,29,Allay Lamp
3424,30,3hi
3425,31,Summers Edge
3426,32,Nomad+lazuli
3427,33,Zuzu Drinks
3428,34,Lit LÀb Co
3429,35,Kastel International
3430,36,Unlimited Pure Water
3431,37,Zarba
3432,38,Campus Bazaar
3433,39,Merchants Of Beauty
3434,40,Losha Supplies
3435,41,Twigs Paper
3436,42,Foster's Lab
3437,43,Thisisrecurrent
3438,44,Top Tree Herbs
3439,45,Dose Of Chill
3440,46,Furgo
3441,47,Sardel
3442,48,Wlgylemons
3443,49,Cielo Health Solutions
3444,50,AlO Brands
3445,51,Lemieux Et Cie
3446,52,Curvd™
3447,53,Squared Circles
3448,54,Greenhausio
3449,55,Reclaim Labs
3450,56,Spunj Sustainability
3451,57,Preston Konrad Home
3452,58,Mybonebag
3453,59,Sgg + Associates
3454,60,Lightningstik Llc
3455,61,Includesign
3456,62,Spectrum Bakes
3457,63,Outlines
3458,64,Cat Person
3459,65,Forward Foods
3460,66,Hotel Beauty Box
3461,67,PÜr Sanity
3462,68,Grace Farms Foods
3463,69,Twice Toothpaste
3464,70,The Scribes
3465,71,"Kaizen First, Llc"
3466,72,Good Dogs Only
3467,73,Oxygen Confectionery Corp
3468,74,Wecoverppe
3469,75,Modern Picnic
3470,76,Benjamin Talks
3471,77,Earos
3472,78,Chassie
3473,79,Omao Brands
3474,80,Pally
3475,81,Hungry Fan
3476,82,Aberlite
3477,83,Ries
3478,84,Abely Llc
3479,85,Gigantic!
3480,86,Monkey Movement Co
3481,87,Reflekt
3482,88,Sheabrand
3483,89,Accent Builders Hardware
3484,90,Gardinnovations
3485,91,"Wellin, Inc"
3486,92,Morrhart Llc
3487,93,Layers Probiotic Skin Care
3488,94,Buyverde
3489,95,Dermatone
3490,96,Family Balance Planner
3491,97,Newmont Supply Co
3492,98,Zaverycakes
3493,99,Pause Well-aging
3494,0,10. Kellogg’s
3495,1,9. Con Agra Foods
3496,2,8. Colgate Palmolive
3497,3,7. General Mills
3498,4,6. Altria Group
3499,5,5. Kraft Foods
3500,6,4. Kimberly Clark
3501,7,3. Coca Cola
3502,8,2. Pepsi Co
3503,9,1. Procter & Gamble
3504,10,The rankings are assigned based on their revenues.
3505,11,Share this Page on:
3506,12,What is MBA Skool?
3507,13,About Us
3508,14,10. Kellogg’s
3509,15,Sales: $14.6 Billion
3510,16,Profits: $632 Million
3511,17,9. Con Agra Foods
3512,18,Sales: $16.2 Billion
3513,19,Profits: $-786 Million
3514,20,8. Colgate Palmolive
3515,21,Sales: $17.3 Billion
3516,22,Profits: $2.2 Billion
3517,23,7. General Mills
3518,24,Sales: $17.6 Billion
3519,25,Profits: $1.4 Billion
3520,26,6. Altria Group
3521,27,Sales: $17.9 Billion
3522,28,Profits: $5.1 Billion
3523,29,5. Kraft Foods
3524,30,Sales: $18.2 Billion
3525,31,Profits: $1 Billion
3526,32,4. Kimberly Clark
3527,33,Sales: $20.9 Billion
3528,34,Profits: $1.5 Billion
3529,35,3. Coca Cola
3530,36,Sales: $45.9 Billion
3531,37,Profits: $7.1 Billion
3532,38,2. Pepsi Co
3533,39,Sales: $66.7 Billion
3534,40,Profits: $6.5 Billion
3535,41,1. Procter & Gamble
3536,42,Sales: $81.7Billion
3537,43,Profits: $9.5Billion
3538,0,Lolita
3539,1,Macromercado Mayorista
3540,2,Barraca Europa
3541,3,Victor Paullier & Cia
3542,4,Constructora Maiz Mier
3543,5,MARCOPOL TERMOPLÁSTICO
3544,6,Arquetipo Interiores
3545,7,NELSON SOBRERO
3546,8,Circuit
3547,9,QuinQuin S.R.L
3548,10,DERSOLAN
3549,11,Alvaro Franco
3550,12,Casal Arquitectos
3551,13,Worldmaster
3552,14,Sadenir
3553,15,Movicom
3554,16,QUIMICATEX S.R.L
3555,17,Valdez
3556,18,Quartz Sistemas
3557,19,Sistemcuer Srl
3558,0,60 companies(s) found
3559,1,Cenco Zotti 
3560,2,ALIMENTOS EL BISONTE DORADO 
3561,3,ALIMENTOS TURIN CA 
3562,4,Abba Chem Supply 
3563,5,Abs 
3564,6,Acess International 
3565,7,Alfonzo Rivas & Co / Mc Cormick & Co 
3566,8,Ali&Ntilde;os Venezolanos 
3567,9,"COMERCIALIZADORA IBIZA 1513,  "
3568,10,CORAG INC 
3570,0,PamirCyclet Industrial
3571,1,HB Beauty Perfumes & Cosmetics
3572,2,Afghan Taksar
3573,3,Boumi
3574,4,Tsc
3575,5,Masha Apparel
3576,6,Arshi Bag
3577,7,Universal Eagle Tracking
3578,8,Nahzat
3579,9,ArianaHafiz
3581,0,Other related lists:
3582,1,Nestle Middle East
3583,2,Mondelez International
3584,3,Almarai Company
3585,4,Samsung Electronics Company Limited
3586,5,Ali Zaid Al-Quraishi & Brothers Company (AZAQ)
3587,6,Deeko Bahrain
3588,7,Red Entertainment Distribution
3589,8,Al Quraishi Electrical Services of Saudi Arabia (AQESA)
3590,9,Unilever - Saudi Arabia
3591,10,Abudawood Alsaffar Company - ASC
3592,11,Al Jazira Group - Bahrain
3593,12,Leaves Bahrain
3596,0,Al Zain Jewellery
3597,1,Mashal Chemical
3598,2,Bahrain Switchgear & Lighting
3599,3,Think It Stitch It
3600,4,Gulf Beauty
3601,5,Junaid Perfumes
3602,6,Valleystar Uniforms
3603,7,Signal CS
3604,8,Gajria Electronics W.L.L
3605,9,Tshirts Supplier
3606,10,Depaj
3607,11,All Stars Uniform Center
3608,12,Itemshub
3609,13,Walkman
3610,14,Al Gillidary
3611,15,VecFashion
3612,16,Lumen Arts
3613,17,Uneeco Group Of Companies
3614,18,Fine Tex Group
3615,19,Asgharali
3616,20,Grip Machinery
3617,21,Dawar Packaging Spc
3618,22,KUSTIE'S Micro-blog
3619,23,Hilton Bespoke
3620,24,KUSTIE'S Micro-blog
3621,25,RPL Technology Services
3622,26,NS by Noofs
3623,27,Bellissimo Cosmetics
3624,28,Grands Medical
3625,29,Ava L O N
3626,30,International Awnings & Blinds
3627,31,Ekcollc
3628,32,SophGlamm
3629,33,Dar Al Teeb
3630,34,Alkhaja & Sons
3631,35,Tropika Cosmetics
3632,36,Urban Quarters
3633,37,Trust Foctory
3634,38,The Perfect Beauty Cosmetics
3635,39,Gentstation
3636,0,WALTON
3637,1,Birds Group
3638,2,Versatile Group
3639,3,Newage Group
3640,4,Gemcon Group
3641,5,The Faiyaz
3642,6,Pacific Group Services
3643,7,Fakir Fashion
3644,8,Energypac Fashions
3645,9,Rangs Electronics
3646,10,Graphics Textiles
3647,11,Radiance Group
3648,12,Rabab Group
3649,13,Square Toiletries
3650,14,Textown
3651,15,Plummy Fashions
3652,16,Golden Refit Garments
3653,17,Aman Group of Companies
3654,18,LEATHEREX FOOTWEAR INDUSTRIES
3655,19,Bextex
3656,20,WALTON
3657,21,Birds Group
3658,22,Versatile Group
3659,23,Newage Group
3660,24,Gemcon Group
3661,25,The Faiyaz
3662,26,Pacific Group Services
3663,27,Fakir Fashion
3664,28,Energypac Fashions
3665,29,Rangs Electronics
3666,30,Graphics Textiles
3667,31,Radiance Group
3668,32,Rabab Group
3669,33,Square Toiletries
3670,34,Textown
3671,35,Plummy Fashions
3672,36,Golden Refit Garments
3673,37,Aman Group of Companies
3674,38,LEATHEREX FOOTWEAR INDUSTRIES
3675,39,Bextex
3676,40,Benetex Industries
3677,41,Epyllion Group
3678,42,Trust Knitwear Industries
3679,43,Super Star Group
3680,44,Ahmed Group
3681,45,Pacific Group BD
3682,46,Bismillah Towels Group
3683,47,Roshawa
3684,48,Tamanna Sweater
3685,49,Mahin Group
3686,50,Singer Bangladesh
3687,51,Norban Group
3688,52,NEO Zipper
3689,53,Shabab Fabrics
3690,54,Outfit Asia
3691,55,MRC Global
3692,56,Masihata Sweaters
3693,57,Envoy Textiles
3694,58,Gladiolus Fashion Wear
3695,59,Malek Spinning
3696,60,Bata Shoe Company
3697,61,Urmi Group
3698,62,Debonair Padding & Quilting Solution
3699,63,Tasneem
3700,64,Knittex Industries
3701,65,Liz Fashion Industry
3702,66,Shristy Fashion
3703,67,Far East Knitting & Dyeing Industries
3704,68,Knit Plus
3705,69,Kaizen
3706,70,Innovative Clothing
3707,71,Powertech Electronics
3708,72,Fartexgroup
3709,73,Fazila Group
3710,74,SAG Fashion International
3711,75,METRO KNITTING & DYEING MILLS
3712,76,Doel Group of Industries
3713,77,Posh Garments
3714,78,Northern Tosrifa Group
3715,79,Indesore Printing & Accessories
3716,80,Generation Next Fashions
3717,81,Fakir Garments
3718,82,FB Footwear
3719,83,Snowtex
3720,84,Anowara Group
3721,85,Kohinoor Chemical Company (Bangladesh)
3722,86,Palmal Group of Industries
3723,87,Apex Spinning & Knitting Mills
3724,88,Argon Denims
3725,89,Tamijuddin Textile Mills
3726,90,Apex Tannery
3727,91,DBL Group
3728,92,Infinity Apparel Source
3729,93,Ananta Group
3730,94,Rising-Group
3731,95,Fashion Mark
3732,96,Knitwear Creator
3733,97,Colourstone
3734,98,Axiom Electronics
3735,99,Viyellatex Group
3736,100,Upoma Knit Fashion
3737,101,MH International
3738,102,EXCELSIOR TRADING
3739,103,Saiham Textile Mills
3740,104,Ha-Meem Group
3741,105,Bangla Shoppers
3742,106,Babylon Group
3743,107,Promoda Textiles
3744,108,Beximco Synthetics
3745,109,Denim Venture
3746,110,VU Mobile
3747,111,Sister Denim Composite
3748,112,Minmaxst Textile & Manufacturing
3749,113,Sadia Textile
3750,114,Clothing Partner
3751,115,Stareon
3752,116,Style Tex Asia
3753,117,The Dacca Dyeing & Manufacturing
3754,118,Ratul Stitch
3755,119,Lithe Group
3756,0,Khmer Ceramics
3757,1,Alliance Optics Group
3758,2,Posh Edition
3759,3,JCM Nippon Private
3760,4,B2b Skincare
3761,5,Coco Khmer
3762,6,Global Apparel Textile
3763,7,Sodex Sport
3764,8,Fairsew
3765,9,SONAVITH
3766,10,Apsara Mobile
3767,11,Aurore Skincare
3768,12,Envostar
3769,13,Hugogate
3770,14,Sokly Phone Shop
3771,15,DHindley
3772,16,Kru Khmer Botanical
3773,17,Liberty Inter Group
3774,18,Lotus Silk
3775,19,Lengo
3776,20,Premier Group
3777,21,Artwell Holdings
3778,22,ALLTOP
3779,23,Anne Noelle Bridal
3780,24,S3 V Trading Group
3781,25,Sadiq International
3782,26,Hibrand Tech
3783,27,KoungY Phone Shop
3784,28,SentoSaSilk
3785,29,Inter Hopewell Garment Factory
3786,30,Silk Screen Printing Lab
3787,31,Sinoproud Garment
3788,32,SINOGOCO
3789,33,Camtowerlink Communication
3790,34,Lunasatt
3791,35,Nu Custom Surfboards
3792,36,RomydaKeth
3793,37,Sunsimexco
3794,38,AAP Group
3795,39,Qc Link
3796,40,United Orient
3797,41,Meng Leng Eav
3798,42,King Kong Audio
3799,43,GAVANS
3800,44,Maru-T Ohtsuka
3801,45,Kimra
3802,46,Weaves of Cambodia
3803,47,Prasat Trading
3804,48,One Link
3805,49,Japan Cosmetics
3806,50,Kaya Spa
3807,51,Rotany Beauty Cosmetic
3808,52,Paneffort
3894,Vitasoy,0
3895,0,Global Gourmet - Frozen Foods & Beverages Manufacturing
3896,1,Vadilal Enterprises Limited
3897,2,Taste'l Fine Food
3898,3,Jaquar Group
3899,4,Ola Foods
3900,5,Jeyyam Global Foods Private Limited
3901,6,Bikaji Foods International Limited - India
3902,7,Prataap Snacks Limited
3903,8,Wesafe India
3904,9,Nature's Essence Private Limited & Blue Heaven Cosmetics Private Limited
3905,10,Somany Home Innovation Limited
3906,11,Sleepwell
3907,12,Schiffer And Menezes India Private Limited
3908,13,Sresta Natural Bio Products
3909,14,Microtek International P Limited
3910,15,Nikon India Private Limited
3911,16,Lavazza India
3912,17,Lotte India Corporation Limited - Official
3913,18,Wipro Enterprises Limited
3914,19,Wipro Consumer Care And Lighting
3915,20,Lloyd Electric & Engineering Limited - Consumer Products Division
3916,21,Emami Limited
3917,22,Havmor Ice Cream Private Limited
3918,23,Safari Industries Limited
3919,24,Boat
3920,25,Bajaj Consumer Care
3921,26,Pe Electronics
3922,27,Crompton Greaves Consumer Electricals Limited
3923,28,Panasonic India Private Limited
3924,29,Hitachi Home & Life Solutions India Limited
3925,30,Livpure Private Limited
3926,31,Milk Mantra
3927,32,Indo Nissin Foods Limited
3928,33,Zomato Media Private Limited (incorporated In New Delhi India)
3929,34,C&s Electric Limited
3930,35,Pidilite Industries Limited Technology Division
3931,36,Chaayos
3932,37,Dukes India
3933,38,Hershey India Private Limited
3934,39,Mondelez India Foods Private Limited
3935,40,Berger Paints India
3936,41,Jk Agri Genetics Limited
3937,42,Marico
3938,43,Jyothy Laboratories Limited - India
3939,44,Lt Foods Limited
3940,45,The Beer Cafe
3941,46,N Ranga Rao & Sons Private Limited
3942,47,Eveready Industries India Limited
3943,48,Amway India Enterprises Private Limited
3944,49,Ttk Prestige
3945,50,Linc Pen & Plastics Limited
3946,51,Bikanervala Foods Private Limited
3947,52,Gsq Cloud Audio Video Conferencing Solution
3948,53,Zenith Computers
3949,54,Salora International Limited
3950,55,Polycab India Limited
3951,56,Intex Technologies
3952,57,Preethi Kitchen Appliances
3953,58,Cholayil Private Limited
3954,59,Hygienic Research Institute (hripl)
3955,60,Godrej Agrovet Limited
3956,61,Kent Ro Systems Limited
3957,62,Hungerbox
3958,63,Griffith Foods
3959,64,Cavinkare
3960,65,Ab Inbev India
3961,66,Bira 91
3962,67,Britannia Industries Limited
3963,68,Rr Kabel Limited
3964,69,Ntl Electronics India Limited
3965,70,Videocon Consumer Durables
3966,71,Balaji Electronics
3967,72,Safari Industries India Limited
3968,73,Natures Aromatherap Beaut Solutions
3969,74,Child Care
3970,75,V Mat Most Trusted Brand
3971,76,Ti Cycles Of India
3972,77,Syndet Fena Chemical Industries Private Limited
3973,78,Micromax Informatics Limited
3974,79,Old School Cafe & Lounge
3975,80,Chocolat Boulangerie Patisserie
3976,81,Indian Food Delegation
3977,82,Ks Oils Limited
3978,83,Adf Foods Limited
3979,84,Mawana Sugars Limited
3980,85,Fieldfresh Foods Private Limited
3981,86,Sukhbir Agro Energy Limited (sael)
3982,87,Orient Electric
3983,88,Freshmenu
3984,89,Realme India
3985,90,Halonix Technologies Private Limited
3986,91,Ebutor
3987,92,Balrampur Chini Mills Limited
3988,93,Aachi Masala Foods Private Limited
3989,94,Hbl Power Systems Limited
3990,95,Metro Tyres Limited (metro Group Of Companies)
3991,96,Apeejay Surrendra Group
3992,97,Absolute Barbecues
3993,98,Shri Jagdamba Industries
3994,99,Book My Basket
3996,0,3M India Ltd
3997,1,Britannia Industries Ltd.
3998,2,Colgate - Palmolive India Ltd
3999,3,Dabur India Ltd
4000,4,Emami Ltd
4001,5,GHCL Ltd
4002,6,Gillette India Ltd(P&G)
4003,7,Godfrey Phillips India Ltd
4004,8,Godrej Industries Ltd
4005,9,Hindustan Unilever Ltd (HUL)
4006,10,ITC Ltd
4007,11,Jyothy Labs Ltd
4008,12,Marico Ltd
4009,13,Nestle India Ltd
4010,14,Procter & Gamble Hygiene & Health Care Ltd.
4011,15,Tata Consumer Products Ltd
4012,16,VST Industries Ltd
4013,17,Bajaj Consumer Care Ltd
4014,18,CCL Products India Ltd
4015,19,DS Group
4016,20,Ghodawat Pan Masala Products (India) Pvt Ltd
4017,21,Haldiram Foods International Pvt Ltd
4018,22,Kundan Group
4019,23,Modi Enterprises
4020,24,Nirma Ltd
4021,25,Patanjali Ayurved Ltd
4022,26,RSPL Ltd (Ghari)
4023,27,Wipro Consumer Care and Lighting
4024,28,Ajmal Group Of Companies
4025,29,Akay Flavours & Aromatics Pvt Ltd
4026,30,Barry Callebaut India Pvt Ltd
4027,31,Cj Cheiljedang Corporation
4028,32,DDS-TPM Flavours Pvt Ltd
4029,33,Ebro India Pvt Ltd
4030,34,Givaudan India Pvt Ltd
4031,35,Hershey India Pvt Ltd
4032,36,Iberchem India Ltd
4033,37,Johnson & Johnson Pvt Ltd
4034,38,Kellogg India Pvt Ltd
4035,39,Kimberly Clark Lever Pvt Ltd
4036,40,KOSE Corporation India Pvt Ltd ( Spawake )
4037,41,Lloyds Luxuries Ltd (Truefitt & Hill)
4038,42,LOreal India Pvt Ltd
4039,43,Malhotra Shaving Products Pvt Ltd (Laser)
4040,44,Matrix Flavours & Fragrances India Pvt Ltd
4041,45,Meiji India Pvt Ltd
4042,46,Merisant India Pvt Ltd
